Name,Last name,First name(s),Links,Former name,Known as name,Default publishing name,Created date,Last modified date,Pure ID,ISNI,Digital author ID,Scopus Author ID,ORCID,Organisational unit name
"Bolhuis, Thijs ",Bolhuis,Thijs,,,,,2017-05-10 12:54:29.02,2024-03-04 23:52:19.635,3034214,,,6506136744,,
"Singh, Anandeshwar",Singh,Anandeshwar,,,,,2017-05-10 12:54:28.363,2024-01-26 03:00:41.021,3034021,,,56606524000,,
"Ibraimi, Luan",Ibraimi,Luan,,,,,2017-05-10 12:54:28.285,2024-02-10 23:56:21.995,3034003,0000000394278072,323083811,,,
"Bezemer, M.M.",Bezemer,M.M.,,,,,2017-05-10 12:54:27.965,2022-12-14 23:59:47.398,3033907,0000000392073444,331877325,,,
"Abhishek Kumar, A.K.",Abhishek Kumar,A.K.,,,,,2017-05-10 12:54:27.347,2023-12-03 23:53:31.382,3033755,,,,,
"Ghaffari, Amir",Ghaffari,Amir,https://www.linkedin.com/in/amir-ghaffari-50587a32/,,,,2017-05-10 12:54:27.078,2024-03-03 23:55:08.438,3033675,0000000389081195,330050249,,,
"de Vries, A.P.",de Vries,A.P.,,,,,2017-05-10 12:54:26.117,2023-12-24 23:55:51.865,3033389,,314276556,,,
"van der Steen, T.T.J.",van der Steen,T.T.J.,,,,,2017-05-10 12:54:25.85,2022-12-14 23:59:21.172,3033334,0000000395004030,326496092,,,
"Hoog, Natalia Alexandrovna",Hoog,Natalia Alexandrovna,https://www.linkedin.com/in/natalia-antonyuk-39012a125/,"Antonyuk , Natalia A.","Hoog, Natalia A.",,2017-05-10 12:54:25.806,2024-01-18 23:55:48.073,3033322,0000000390828890,343444577,57219143985,0000-0002-1485-4352,
"Schinkel, Daniel ",Schinkel,Daniel,,,,,2017-05-10 12:54:25.675,2024-03-15 23:53:08.279,3033282,,,,,
"Meijer, S.L.",Meijer,S.L.,,,,,2017-05-10 12:54:25.601,2024-01-01 23:51:58.069,3033273,,,,,
"Wijsman, J.L.P",Wijsman,J.L.P,,,,,2017-05-10 12:54:25.543,2024-03-11 23:50:45.871,3033261,0000000394054570,333256336,,,
"Hoepman, J.H.",Hoepman,J.H.,,,,,2017-05-10 12:54:25.219,2024-03-17 00:06:49.409,3033145,,109502795,6603163275,,
"He, Y.",He,Y.,,,"He, Yi",,2017-05-10 12:54:24.924,2022-12-14 23:59:16.036,3033080,,,,,
"Niedermeier, A.",Niedermeier,A.,,,,,2017-05-10 12:54:24.703,2023-07-20 16:05:20.921,3033003,0000000394630611,328221112,,,
"Iftikhar, N.",Iftikhar,N.,,,,,2017-05-10 12:54:24.645,2022-12-14 23:59:15.236,3032997,,,,,
"Kleijn, C.",Kleijn,C.,,,,,2017-05-10 12:54:23.313,2023-09-12 23:54:54.286,3032633,,,,,
"Dutta, R.",Dutta,R.,,,"Dutta, Ramen",,2017-05-10 12:54:22.984,2024-01-28 23:57:07.564,3032554,,324096445,,,
"Houfaf, F.",Houfaf,F.,,,,,2017-05-10 12:54:22.308,2023-07-08 23:56:59.01,3032368,0000000391669561,341743356,,,
"El Hakim, Viktorio Semir",El Hakim,Viktorio Semir,,,,,2017-05-10 12:54:22.204,2022-12-14 23:55:56.642,3032342,0000000502725782,,,,
"Li, X.",Li,X.,,,,,2017-05-10 12:54:21.276,2023-11-11 23:53:11.087,3032103,,113287267,,,
"Vos, J.S.",Vos,J.S.,,,,,2017-05-10 12:54:20.476,2023-09-22 23:54:40.203,3031902,,,,,
"van der Wouden, E.J.",van der Wouden,E.J.,,,,,2017-05-10 12:54:20.465,2023-12-29 23:55:54.458,3031892,0000000391091480,307946770,,,
"Knippenborg, Lisette Venantia",Knippenborg,Lisette Venantia,,,,,2017-05-10 12:54:20.423,2023-11-01 21:30:33.87,3031883,,,,,Biomedical and Environmental Sensorsystems | MESA+ Institute
"Bolkenstein, Hendrike Elisabeth",Bolkenstein,Hendrike Elisabeth,,,"Bolkenstein, Hendrike E.",,2017-05-10 12:54:20.024,2024-02-03 23:56:36.4,3031787,0000000506311245,,,,
"Nemri, Abdellatif ",Nemri,Abdellatif,,,,,2017-05-10 12:54:19.929,2023-12-25 23:52:20.502,3031755,,,16679719400,,
"Nijstad, H.",Nijstad,H.,,,,,2017-05-10 12:54:19.896,2023-06-08 00:01:29.638,3031743,0000000392615071,326212035,,,
"van den Noort, Frederika",van den Noort,Frederika,,"van Limbeek-van den Noort, Frederika",,"van den Noort, Frieda ",2017-05-10 12:54:19.36,2024-01-17 23:57:27.479,3031613,0000000502728158,,57188711015,0000-0002-9998-1229,Multi-Modality Medical Imaging
"Sperotto, Anna",Sperotto,Anna,,,,,2017-05-10 12:54:18.485,2024-03-18 23:51:11.515,3031399,0000000445148412,,55949953000,0000-0002-9481-5846,Design and Analysis of Communication Systems | Digital Society Institute
"Venzac, Bastien ",Venzac,Bastien,,,,,2017-05-10 12:54:18.478,2024-03-03 23:53:09.526,3031391,,,55253716400,0000-0002-2348-5165,
"Pranger, H.J.",Pranger,H.J.,,,,,2017-05-10 12:54:18.348,2022-12-14 23:55:38.437,3031361,,,,,
"Steenhuijsen, J.L.G.",Steenhuijsen,J.L.G.,,,,,2017-05-10 12:54:16.526,2023-05-07 23:53:28.063,3030952,0000000396338235,159758246,,,
"ten Berge, M.H.",ten Berge,M.H.,,,,,2017-05-10 12:54:15.925,2022-12-14 23:55:27.005,3030813,,,,,
"Balakrishnan, Divya",Balakrishnan,Divya,,,,,2017-05-10 12:54:15.293,2024-02-08 23:58:02.552,3030674,0000000502808131,,57197706839,0000-0001-5540-4633,
"Milutinovic, A.",Milutinovic,A.,,,,,2017-05-10 12:54:15.252,2023-07-20 16:05:00.716,3030658,0000000391433292,323064221,,,
"Walters, K.H.G.",Walters,K.H.G.,,,,,2017-05-10 12:54:15.104,2023-07-20 16:05:00.351,3030636,0000000419437130,323064124,,,
"Patel, R.S.",Patel,R.S.,,,,,2017-05-10 12:54:14.903,2024-02-01 23:54:46.314,3030574,,323550967,,,
"Floris, Jan",Floris,Jan,https://www.linkedin.com/in/arjanfloris/,,"Floris, Arjan",,2017-05-10 12:54:14.49,2024-03-01 23:55:58.631,3030441,0000000387467000,321135075,,,
"Roc'h, Anne",Roc'h,Anne,,,,,2017-05-10 12:54:14.376,2024-02-29 23:55:54.707,3030408,0000000391185102,,,,Power Electronics
"Blom, M.T.",Blom,M.T.,,,,,2017-05-10 12:54:13.339,2023-09-06 03:12:29.156,3030066,0000000387927556,242610994,,,
"Boldareva, L.",Boldareva,L.,,,,,2017-05-10 12:54:12.034,2024-03-04 23:56:07.312,3029642,,,,,
"Wallinga, W.",Wallinga,W.,,,,,2017-05-10 12:54:11.431,2024-01-14 23:56:34.575,3029428,0000000385403732,073859362,,,
"Khelghati, Mohammadreza",Khelghati,Mohammadreza,,,,,2017-05-10 12:54:10.955,2023-07-23 23:50:37.168,3029296,0000000419501497,35489126X,,,
"Simsikova, D.",Simsikova,D.,,,,,2017-05-10 12:54:10.751,2022-12-14 23:55:06.585,3029231,,,,,
"Stramigioli, Stefano",Stramigioli,Stefano,https://twitter.com/stramigiolis?lang=en | https://www.mendeley.com/profiles/stefano-stramigioli1/ | https://www.ram.ewi.utwente.nl,,,,2017-05-10 12:54:10.646,2024-03-18 00:10:26.413,3029195,000000011497527X,,57202675109 (+1 more),0000-0001-8212-7387,Digital Society Institute | Robotics and Mechatronics | TechMed Centre
"Yuan, S.",Yuan,S.,,,,,2017-05-10 12:54:09.879,2022-12-14 23:55:03.347,3029009,,,,,
"Roelofsen, B.H.",Roelofsen,B.H.,,,,,2017-05-10 12:54:09.786,2024-01-03 00:01:56.444,3028982,0000000394898140,325815852,,,
"Lozeman, Jasper Jeroen André",Lozeman,Jasper Jeroen André,https://www.linkedin.com/in/jasperlozeman/,,"Lozeman, Jasper J.A.",,2017-05-10 12:54:09.467,2024-03-02 23:51:32.527,3028899,0000000493420839,,,0000-0002-6087-0767,Biomedical and Environmental Sensorsystems
"Klein Wolterink, W.",Klein Wolterink,W.,,,,,2017-05-10 12:54:09.376,2024-02-11 23:55:01.68,3028873,0000000392177171,32805464X,,,
"De, Arpita",De,Arpita,,,,,2017-05-10 12:54:09.335,2024-01-05 00:07:16.0,3028853,0000000419500611,354811460,,,
"Uroukov, I.S.",Uroukov,I.S.,,,,,2017-05-10 12:54:09.034,2022-12-14 23:54:59.732,3028787,,,,,
"Tijink, R.M.W.",Tijink,R.M.W.,,,,,2017-05-10 12:54:08.277,2023-08-10 23:51:37.415,3028566,0000000395152359,297549820,,,
"Radojkovic, N.",Radojkovic,N.,,,,,2017-05-10 12:54:08.027,2022-12-14 23:54:56.328,3028489,,,,,
"Kemna, Evelien",Kemna,Evelien,,,,,2017-05-10 12:54:06.913,2024-03-05 23:54:10.133,3028170,000000039235131X,323469450,25644826200,,
"Louwsma, S.M.",Louwsma,S.M.,,,,,2017-05-10 12:54:06.893,2024-01-29 00:02:56.638,3028161,0000000107718806,310620619,,,
"Barbosa, R.R.R.",Barbosa,R.R.R.,,,,,2017-05-10 12:54:06.806,2024-03-11 23:52:09.594,3028149,0000000419487170,325833338,,,
"Malhotra, R.",Malhotra,R.,,,,,2017-05-10 12:54:06.607,2023-09-18 23:53:55.146,3028085,0000000389400504,315544783,,,
"Soemers, Herman M.J.R.",Soemers,Herman M.J.R.,,,,,2017-05-10 12:54:06.151,2024-02-19 23:55:03.75,3027963,0000000391341259,297548573,,,
"Zwartjes, Gerardus Johannes",Zwartjes,Gerardus Johannes,https://www.linkedin.com/in/ardjan-zwartjes-b1470466/,,"Zwartjes, Ardjan",,2017-05-10 12:54:06.108,2024-03-04 23:51:14.33,3027952,0000000390291763,322698081,,,
"Abbasi Alaei, Masoud",Abbasi Alaei,Masoud,https://www.linkedin.com/in/masoudabbasialaei/,,,,2017-05-10 12:54:05.441,2024-01-01 23:51:29.245,3027797,0000000503179744,,,0000-0003-2424-5013,
"Harink, Björn",Harink,Björn,,,,,2017-05-10 12:54:04.672,2023-11-26 23:53:15.725,3027624,0000000419433260,313957983,,,
"van der Meer, Andries Dirk",van der Meer,Andries Dirk,http://www.utwente.nl/organs-on-chips,"van der Meer, Andries","van der Meer, A.D.","van der Meer, A.",2017-05-10 12:54:04.468,2024-03-18 00:03:55.392,3027569,0000000391073696,,57201822754 (+1 more),0000-0002-8761-4077,Applied Stem Cell Technologies | MESA+ Institute | TechMed Centre
"Spreeuwers, Lieuwe Jan",Spreeuwers,Lieuwe Jan,,,"Spreeuwers, Luuk",,2017-05-10 12:54:04.247,2024-03-10 23:51:33.838,3027512,0000000387145589,,6601970410,0000-0001-8481-560X,Datamanagement & Biometrics | Digital Society Institute
"Velner, J.",Velner,J.,,,,,2017-05-10 12:54:03.19,2023-03-14 23:56:32.917,3027257,,371245265,,,
"Geraedts, Paul F.J.",Geraedts,Paul F.J.,,,,,2017-05-10 12:54:02.89,2024-03-11 23:54:20.566,3027189,0000000394357213,324214251,,,
"van der Wiel, Wilfred Gerard",van der Wiel,Wilfred Gerard,,,"van der Wiel, Wilfred G.",,2017-05-10 12:54:02.786,2024-03-18 00:00:40.686,3027144,0000000048562521,,6701495687,0000-0002-3479-8853,MESA+ Institute | Nano Electronics
"van Doremalen, Robertus Franciscus Maria",van Doremalen,Robertus Franciscus Maria,https://www.linkedin.com/in/rob-f-m-van-doremalen-83177183/,,"van Doremalen, Rob",,2017-05-10 12:54:02.725,2024-02-09 23:56:40.027,3027136,0000000508557855,,,0000-0003-1970-3833,
"Hoeijmakers, M.J.",Hoeijmakers,M.J.,,,,,2017-05-10 12:54:01.747,2022-12-14 23:54:29.264,3026900,,,,,
"Naber, W.J.M.",Naber,W.J.M.,,,,,2017-05-10 12:54:00.295,2024-03-01 23:52:55.188,3026496,0000000392219562,314004769,,,
"Eskes, Merijn",Eskes,Merijn,https://www.linkedin.com/in/merijneskes/,,,,2017-05-10 12:53:59.589,2024-01-25 23:56:56.78,3026322,0000000508084015,,,0000-0002-3064-6967,
"Khatib, M.G.",Khatib,M.G.,,,,,2017-05-10 12:53:59.21,2024-01-26 03:00:34.664,3026204,0000000392972917,318932490,,,
"Wolkotte, Pascal Theodorus",Wolkotte,Pascal Theodorus,https://www.linkedin.com/in/pascal-wolkotte-3651502/,,"Wolkotte, Pascal T.",,2017-05-10 12:53:58.4,2024-01-21 23:55:43.626,3025940,0000000388377197,282405771,,,
"Rho, Hoon Suk",Rho,Hoon Suk,https://www.linkedin.com/in/hoonsukrho/,,,,2017-05-10 12:53:57.96,2024-03-05 23:55:33.918,3025829,0000000507771569,,55858098500,0000-0002-5345-3965,
"Vonk, J.",Vonk,J.,,,,,2017-05-10 12:53:57.953,2024-02-15 23:50:48.113,3025822,0000000390744099,18374800X,,,
"van der Heyden, F.H.J.",van der Heyden,F.H.J.,,,,,2017-05-10 12:53:57.156,2024-03-02 23:57:39.75,3025586,0000000390195608,312833512,,,
"Mouthaan, A.J.",Mouthaan,A.J.,,,,,2017-05-10 12:53:57.03,2023-12-25 23:50:20.093,3025533,0000000117418735,071978100,,,
"Abdi Vishkaee, F.",Abdi Vishkaee,F.,,,,,2017-05-10 12:53:56.64,2022-12-14 23:54:02.787,3025446,,,,,
"Feng, L.",Feng,L.,,,,,2017-05-10 12:53:55.582,2024-03-18 23:52:16.906,3025134,0000000393722354,296588547,,,
"Mela, P.",Mela,P.,,,,,2017-05-10 12:53:55.493,2024-03-06 23:50:56.294,3025109,0000000395226012,229939546,,,
"Barrett, Eamon ",Barrett,Eamon,,,,,2017-05-10 12:53:54.019,2024-03-05 23:53:37.052,3024718,0000000503804546,,,,
"Rurup, Willem Frederik",Rurup,Willem Frederik,https://www.researchgate.net/profile/W-Rurup,,"Rurup, W. Frederik",,2017-05-10 12:53:53.41,2024-01-18 23:50:51.807,3024552,000000041955744X,,36603305100,,
"Meratnia, Nirvana",Meratnia,Nirvana,,,,,2017-05-10 12:53:52.181,2024-03-16 23:52:29.88,3024212,0000000036857189,,57192300416,,
"Goering, P.T.H.",Goering,P.T.H.,,,,,2017-05-10 12:53:51.955,2023-03-13 16:22:30.186,3024175,000000038962265X,323972098,,,
"Rosenbrand, D.M.",Rosenbrand,D.M.,,,,,2017-05-10 12:53:51.675,2022-12-14 23:52:26.306,3024080,,,,,
"Groothuis, Stefan Sebastiaan",Groothuis,Stefan Sebastiaan,,,,,2017-05-10 12:53:51.664,2024-01-29 23:54:46.464,3024059,,,55325209900,,
"Bhat, Anoop Narayan",Bhat,Anoop Narayan,https://www.linkedin.com/in/anoop-bhat-3645b4203/,,,,2017-05-10 12:53:51.001,2024-02-03 23:53:33.364,3023897,0000000508148955,,57193748076,0000-0003-1247-3457,
"Zhou, Wei",Zhou,Wei,,,,,2017-05-10 12:53:50.375,2023-10-25 23:51:58.876,3023745,,,,,
"Li, J.",Li,J.,,,"Li, Jiajie",,2017-05-10 12:53:50.075,2022-12-14 23:52:18.756,3023662,,,,,
"Tadele, T.S.",Tadele,T.S.,,,,,2017-05-10 12:53:49.949,2024-03-15 23:57:11.251,3023630,0000000395264625,330985663,,,
"Akbar, Rehman ",Akbar,Rehman,,,,,2017-05-10 12:53:49.53,2023-12-29 23:54:57.823,3023512,,,,,
"Mikhal, Julia Olegivna",Mikhal,Julia Olegivna,,,,,2017-05-10 12:53:48.392,2024-02-10 23:53:33.941,3023207,,,39762481500,,
"Tang, Xinming",Tang,Xinming,,,,,2017-05-10 12:53:47.592,2022-12-14 23:52:07.006,3023005,0000000036953074,260308188,,,
"Moreira Moura, Giovane",Moreira Moura,Giovane,,,,,2017-05-10 12:53:47.314,2024-02-11 23:55:43.786,3022922,0000000419473588,322631017,,,
"Fioreze, Tiago ",Fioreze,Tiago,,,,,2017-05-10 12:53:46.279,2024-03-01 23:54:56.953,3022611,,,,0000-0001-7919-6285,
"Groothuis, M.A.",Groothuis,M.A.,,,,,2017-05-10 12:53:46.13,2022-12-16 23:54:15.893,3022573,0000000397225101,31427653X,,,
"Dertien, Edwin Christian",Dertien,Edwin Christian,,,"Dertien, Edwin C.",,2017-05-10 12:53:46.063,2024-02-11 23:56:10.045,3022542,0000000419432620,,,,Digital Society Institute | Robotics and Mechatronics
"van Beijnum, Bernhard J.F.",van Beijnum,Bernhard J.F.,,,"van Beijnum, Bert-Jan F.",,2017-05-10 12:53:45.251,2024-03-17 23:59:26.193,3022336,0000000388008228,,,0000-0002-9673-752X,Biomedical Signals and Systems | TechMed Centre
"Gritsun, T.",Gritsun,T.,,,,,2017-05-10 12:53:45.199,2023-10-04 23:56:02.494,3022323,0000000395846895,324144059,,,
"van Oort, Gijs",van Oort,Gijs,,,,"van Oort, G.",2017-05-10 12:53:44.244,2024-03-03 23:59:48.982,3022087,0000000394428552,,23010367500,,Robotics and Mechatronics | TechMed Centre
"le Feber, Jakob",le Feber,Jakob,,,"le Feber, J.","le Feber, Joost",2017-05-10 12:53:43.723,2024-02-13 00:04:59.74,3021945,0000000394584424,,6602769634,0000-0002-0605-1437,Clinical Neurophysiology | TechMed Centre
"Kuijper, Wouter",Kuijper,Wouter,,,,,2017-05-10 12:53:43.377,2024-02-01 21:30:31.392,3021838,0000000395228835,,,,Computer Architecture Design and Test for Embedded Systems
"Nederhand, Marcus Johannes",Nederhand,Marcus Johannes,,,,"Nederhand, M.J.",2017-05-10 12:53:43.287,2024-03-05 23:54:05.65,3021824,0000000394577603,,,,Biomechatronics and Rehabilitation Technology
"Kaptein, W.A.",Kaptein,W.A.,,,,,2017-05-10 12:53:43.128,2022-12-14 23:51:45.519,3021765,,,,,
"Zeinstra, Christopher Gerard",Zeinstra,Christopher Gerard,,,"Zeinstra, Chris G.",,2017-05-10 12:53:42.926,2024-03-01 21:30:25.909,3021706,0000000443726100,,6504399225 (+1 more),,Advanced Technology
"Reenalda, Jasper",Reenalda,Jasper,,,,"Reenalda, J.",2017-05-10 12:53:42.745,2024-03-18 23:51:57.884,3021665,0000000389297455,,24332838100,0000-0002-0415-6630,Biomedical Signals and Systems | TechMed Centre
"Tousmanof, Kimon",Tousmanof,Kimon,,,,,2017-05-10 12:53:42.607,2022-12-14 23:51:43.086,3021616,,,,,
"Pyanowska, D.G.",Pyanowska,D.G.,,,,,2017-05-10 12:53:42.231,2022-12-14 23:51:42.164,3021513,,,,,
"de Boer, Hans L.",de Boer,Hans L.,,,,,2017-05-10 12:53:41.96,2024-03-05 23:54:30.401,3021419,,,55858375300,,
"Overeem, Simon Pieter",Overeem,Simon Pieter,,,"Overeem, Simon","Overeem, S.P.",2017-05-10 12:53:41.85,2024-02-08 23:52:28.664,3021382,0000000503350919,,57191902180,,
"Hendriks, Luuk ",Hendriks,Luuk,,,,,2017-05-10 12:53:41.629,2024-03-03 23:52:25.015,3021320,0000000502951296,,55034268500,,
"Malhotra, Shweta",Malhotra,Shweta,,,,,2017-05-10 12:53:41.516,2024-02-26 23:54:14.312,3021253,,,,,
"Böhm, Sebastian",Böhm,Sebastian,,,,,2017-05-10 12:53:41.009,2023-12-25 23:50:29.878,3021116,,212833049,,,
"von Engelhardt, Jörg",von Engelhardt,Jörg,,,"Engelhardt, Yuri","Engelhardt, Yuri",2017-05-10 12:53:39.801,2024-02-10 23:51:40.675,3020719,0000000392709158,,14045002900,0000-0002-6073-4087,Department of Geo-information Processing | Faculty of Geo-Information Science and Earth Observation | UT-I-ITC-STAMP
"Roetenberg, D.",Roetenberg,D.,,,"Roetenberg, Daniel",,2017-05-10 12:53:39.618,2024-03-07 23:56:53.861,3020661,0000000390249901,296542342,,0000-0002-8574-2323,
"Azarov, A.V.",Azarov,A.V.,,,,,2017-05-10 12:53:38.992,2022-12-14 23:51:28.141,3020485,0000000391948739,310815576,,,
"Zoontjes, Michel Gerardus Cornelis",Zoontjes,Michel Gerardus Cornelis,https://www.linkedin.com/in/michelzoontjes/,,"Zoontjes, Michel G.C.",,2017-05-10 12:53:38.73,2024-02-16 00:09:02.109,3020403,0000000436364658,37130573X,55979482600,,
"Khalil, Islam Shoukry Mohammed",Khalil,Islam Shoukry Mohammed,,,"S.M. Khalil, Islam",,2017-05-10 12:53:38.569,2024-03-17 00:09:25.148,3020380,0000000387751669,,55628523950,0000-0003-0617-088X,Surgical Robotics | TechMed Centre
"Ataç, Derya ",Ataç,Derya,,,,,2017-05-10 12:53:38.479,2024-03-16 23:53:27.063,3020349,0000000419497336,,,,Semiconductor Components
"Oğuz, Oğuzcan",Oğuz,Oğuzcan,,"Oguz, Oğuzcan",,,2017-05-10 12:53:38.077,2022-12-14 23:51:24.927,3020240,0000000419503185,354974815,,,
"Brinkman, Richard",Brinkman,Richard,,,,,2017-05-10 12:53:37.727,2023-09-30 23:55:51.808,3020134,0000000352187180,255843755,,,
"Hatakeyama, Kodai",Hatakeyama,Kodai,,,,,2017-05-10 12:53:37.155,2022-12-14 23:51:20.818,3019979,0000000419540285,353203610,,,
"Perez Dominguez, I.",Perez Dominguez,I.,,,,,2017-05-10 12:53:36.961,2022-12-14 23:51:19.891,3019923,,,,,
"Luinge, Hendrik J.",Luinge,Hendrik J.,,,,,2017-05-10 12:53:36.876,2024-03-03 23:58:33.07,3019893,,,24775985300,,
"Wellenberg, Ruud",Wellenberg,Ruud,,,,,2017-05-10 12:53:36.42,2024-03-04 23:50:32.389,3019780,,,,,
"Emmelkamp, Jurjen",Emmelkamp,Jurjen,,,,,2017-05-10 12:53:36.403,2023-05-28 23:53:34.96,3019773,0000000387283949,308220749,,,
"van Iersel, Jan Jeroen",van Iersel,Jan Jeroen,,,"van Iersel, Jan J.",,2017-05-10 12:53:36.149,2024-01-27 23:51:54.045,3019711,0000000502794825,409149020,,,
"Manola, L.",Manola,L.,,,,,2017-05-10 12:53:35.692,2024-01-08 23:50:54.405,3019554,0000000388525014,296770353,,,
"den Braber, Niala",den Braber,Niala,,,,,2017-05-10 12:53:35.126,2024-02-07 03:00:30.065,3019411,,,,,Biomedical Signals and Systems
"Wiedemair, Justyna",Wiedemair,Justyna,https://www.linkedin.com/in/justyna-wiedemair-37145243/,,,,2017-05-10 12:53:34.367,2023-12-18 23:56:59.441,3019189,0000000395375552,331869055,,,
"Wieringa, Paul Andrew",Wieringa,Paul Andrew,https://www.linkedin.com/in/paul-wieringa-a066b764/,,"Wieringa, Paul A.",,2017-05-10 12:53:33.873,2024-02-28 23:54:17.956,3019060,0000000396509997,324094817,,0000-0002-3290-5125,
"Kakuta, M.",Kakuta,M.,,,,,2017-05-10 12:53:33.743,2023-12-18 23:51:00.318,3019019,0000000393473175,31595664X,,,
"Bucur, Doina",Bucur,Doina,,,,,2017-05-10 12:53:33.395,2024-03-09 23:55:21.545,3018915,0000000137932790,,20336561000,0000-0002-4830-7162,Datamanagement & Biometrics | Digital Society Institute
"van Veen, Ruben",van Veen,Ruben,,,,,2017-05-10 12:53:32.687,2024-03-03 23:50:34.657,3018770,,,,,
"Witteveen, Annemieke",Witteveen,Annemieke,https://www.linkedin.com/in/annemieke-witteveen-984a9414/,,,,2017-05-10 12:53:32.576,2024-03-14 23:53:54.767,3018738,0000000472225444,,56647934100,0000-0001-5581-6478,Biomedical Signals and Systems | Digital Society Institute | TechMed Centre
"van Bochove, A.C.",van Bochove,A.C.,,,,,2017-05-10 12:53:32.556,2023-03-20 15:38:32.764,3018729,0000000390515085,113156324,,,
"Winslow, J.",Winslow,J.,,,,,2017-05-10 12:53:32.36,2022-12-14 23:51:01.739,3018698,,,,,
"de Weerd, Eemke Luurt",de Weerd,Eemke Luurt,,,"de Weerd, Eddy L.","de Weerd, Eddy L.",2017-05-10 12:53:31.667,2024-01-02 23:51:03.871,3018495,0000000392146658,,,,Biomedical and Environmental Sensorsystems | MESA+ Institute
"Dikken, J.B.J.",Dikken,J.B.J.,,,,,2017-05-10 12:53:31.542,2022-12-14 23:50:58.505,3018469,0000000419550029,364209119,,,
"Klaassen, Bart ",Klaassen,Bart,,,,,2017-05-10 12:53:31.412,2024-02-09 23:56:23.216,3018419,0000000419546839,,,,
"Dao, P.B.",Dao,P.B.,,,,,2017-05-10 12:53:30.501,2022-12-14 23:50:55.135,3018207,0000000396452548,331695383,,,
"Vera Marun, I.J.",Vera Marun,I.J.,,,,,2017-05-10 12:53:30.459,2024-03-15 23:52:19.968,3018181,0000000387834720,321361555,,,
"Lien, Yuan-Ching ",Lien,Yuan-Ching,,,,,2017-05-10 12:53:30.3,2024-03-15 23:58:21.711,3018125,0000000507754064,,,,
"Blom, K.C.H.",Blom,K.C.H.,,,,,2017-05-10 12:53:29.497,2024-01-21 23:54:13.726,3017909,0000000387195498,329323016,,,
"de Boer, Pieter-Tjerk",de Boer,Pieter-Tjerk,,,,,2017-05-10 12:53:29.452,2024-03-12 23:52:45.951,3017882,0000000393270423,,7102270709,,Design and Analysis of Communication Systems | Digital Society Institute
"Ru, Z.",Ru,Z.,,,,,2017-05-10 12:53:27.698,2024-02-05 23:53:44.896,3017429,0000000388898152,317881752,,,
"Ye, D.",Ye,D.,,,,,2017-05-10 12:53:27.188,2024-03-07 23:52:47.725,3017310,,369479173,,,
"Regtien, Paulus P.L.",Regtien,Paulus P.L.,,,,"Regtien, Paul P.L.",2017-05-10 12:53:26.622,2024-03-12 23:53:27.949,3017180,0000000120360108,,,,Management Support
"Olthuis, Wouter",Olthuis,Wouter,,,,,2017-05-10 12:53:26.229,2024-03-17 00:01:08.233,3017054,0000000019525430,,7005170702,0000-0002-7018-1383,
"Normakristagaluh, Pesigrihastamadya ",Normakristagaluh,Pesigrihastamadya,,,,,2017-05-10 12:53:26.03,2024-01-30 23:53:22.317,3016999,,,,0000-0003-2374-3918,
"Tolboom, Robert Cornelis",Tolboom,Robert Cornelis,https://www.linkedin.com/in/robtolboom/ | https://www.researchgate.net/profile/Rob-Tolboom,,"Tolboom, Rob",,2017-05-10 12:53:26.019,2024-01-01 23:50:18.661,3016993,0000000508930824,,56656392800,0000-0002-3460-1934,
"van Keulen, Maurice",van Keulen,Maurice,https://nl.linkedin.com/in/mvankeulen | https://people.utwente.nl/m.vankeulen | https://scholar.google.nl/citations?user=JireFzMAAAAJ | https://twitter.com/mvankeulen26,,,,2017-05-10 12:53:25.19,2024-03-16 23:55:57.807,3016753,0000000390057950,,6603274087 (+1 more),0000-0003-2436-1372,Datamanagement & Biometrics | Digital Society Institute | TechMed Centre
"Wopereis, Han Willem",Wopereis,Han Willem,,,,,2017-05-10 12:53:24.797,2024-03-15 23:55:52.909,3016675,,,57118029600,,
"Vogt-Ardatjew, Robert Andrzej",Vogt-Ardatjew,Robert Andrzej,https://www.linkedin.com/in/vogtard/,,"Vogt-Ardatjew, Robert",,2017-05-10 12:53:23.771,2024-03-09 23:50:50.07,3016461,0000000419556789,364394331,,0000-0001-6542-0143,Power Electronics
